ACCLIVITY|오르막|sharp upslope cf.declivity|2015-03-13 오후 2:46:15
TENUOUS|a.:thin; rare; slim:엷은; 희미한; 홀쭉한|The allegiance of our allies is held by rather tenuous ties.|우리 동맹들의 충성은 오히려 약한 유대로 결속되어 있다.  참고:[+] slender, attenuated; [-] substantial(실속있는)
TENURE|n. ten(=hold):holding political office / holding of an office; time during which such an office is held:<대학교수 등의> 종신재직권, <관직 따위의> 보유 / 재직기간; 임기,종신직|The tenure of office of the president of our club is one year. ; He has permanent tenure in this position and cannot be fired.|우리 클럽 회장의 임기는 1년이다. ; 그는 이 직책에서 영구적으로 재직하고 해고되지 않는다.  참고:[+] occupation
TEPID|a.:lukewarm; slighty warm:미지근한|During the summer, I like to take a tepid bath, not a hot one.; This tea is teped; please bring me a hot cup.|여름철에 나는 뜨겁지 않은 미지근한 물에 목욕하길 좋아한다.  참고:[+] cf. sapid(맛있는), insipid, vapid(맛없는), torpid(동면 중인,무감각한)
TERGIVERSATION|n.:evasion; fickleness:핑계; 변절|I cannot understand your tergiversation; I was certain that you were devoted to our cause.|나는 당신의 변절을 이해할 수가 없다. 나는 당신이 우리 운동에 헌신했다고 확신했다.  참고:[+] subterfuge
TERMAGANT|n.:shrew; scolding, brawling woman:잔소리가 심한 여자, 말괄량이; 괄괄한 여자|"The Taming of the Shrew" is one of many stories of the methods used in changing a termagant into a demure lady.|"말괄량이 길들이기"는 사나운 여자를 정숙한 여자로 변화시키는데 사용된 방법들을 담고 있는 많은 소설 중의 하나다.  참고:[+] virago; 말(term)이 많은 여자니까 termagant
TERMINATE|v. termin(=end) + ate(=make):bring to an end ; come to an end / to bring to an end:끝내다, 종결시키다 ; 끝나다 / 종결하다|Either party has the right to terminate the agreement whenever the partnership proves unprofitable. ; When his contract was terminated unexpectedly, he desperately needed a new job.; This is a dead-end road; it terminates at the end of the next block.|양측은 어느 한 쪽이 불리하다는 것이 판명되면 언제라도 그 합의를 끝낼 권리가 있다. ; 계약이 뜻하지 않게 만료되었을 때 그는 새로운 직업이 절실히 필요했다.  참고:[+] complete
TERMINOLOGY|n.:terms used in a science or art:과학이나 예술에서 사용되는 전문용어|The special terminology developed by some authorities in the field has done more to confuse the layman than to enlighten him.|그 분야의 몇몇 권위가들에 의해 발전된 특수 용어는 보통 사람에게 의미를 분명하게 해 주기보다 오히려 그들을 혼동시켰다.  참고:
TERMINUS|n.:last stop of railroad:철로의 종점|After we reached the railroad terminus, we continued our journey into the wilderness on saddle horses.|우리는 철도의 종점에 도착한 후에 말을 타고 광야로 여행을 계속했다.  참고:
TERRAPIN|n.:American marsh tortoise:미국산의 늪에 사는 거북이|The flesh of the diamondback terrapin is considered by many epicures to be a delicacy.|마름모 무늬가 있는 북미산 식용 거북 고기는 많은 미식가에게 진미로 간주된다.  참고:
TERRESTRIAL|a.:on the earth:지구상의 / 지구의|We have been able to explore the terrestrial regions much more thoroughly than the aquatic or celestial regions.|우리는 수중이나 천상의 영역들보다 지상의 영역을 훨씬 더 철저히 탐험 할 수 있었다.  참고:[+] earthy
TERSE|a.:concise; abrupt; pithy:간결한; 갑작스런; 힘찬|I admire his terse style of writing; he comes directly to the point.|나는 그의 간결한 문체를 찬탄한다. 그는 요점에 바로 다가간다  참고:[+] laconic, succinct
TERTIARY|a.:third:제3의; 세째의|He is so thorough that he analyzes tertiary causes where other writers are content with primary and secondary reasons.|그는 너무도 철저하여서 다른 작자들이 첫째와 둘째 이유에 만족하는 곳에서 셋째 원인들을 분석한다.  참고:
TESSELLATED|a.:inlaid; mosaic:무늬를 박아 넣은; 모자이크식의|I recall seeing a table with a tessellated top of bits of stone and glass in a very interesting pattern.|나는 돌과 유리의 작은 조각으로 매우 재미있는 모양의 모자이크식 표면을 한 탁자를 본 기억이 있다.  참고:[+] cf. serrated (톱니 모양의)
TESTATOR|n. test(=witness):man who has made a testament / maker of a will:유언자|The testator left many charitable bequests. ; The attorney called in his secretary and his partner to witness the signature of the testator.|그 유언자는 많은 자선의 유산을 남겼다. ; 변호사는 유언자가 서명하는 것을 보도록 그의 비서와 동료를 불렀다.  참고:
TESTY|a.:irritable; short-tempered:성잘내는; 성급한|My advice is to avoid discussing this problem with him today as he is rather testy and may shout at you.|나의 충고는 그가 성을 잘 내고 당신에게 소리칠지도 모르기 때문에 오늘 이 문제를 그와 의논하지 말라는 것이다.  참고:[+] irascible, petulant, touchy
TETHER|v.:tie with a rope:밧줄로 묶다|Before we went to sleep, we tethered the horses to prevents their wandering off during the night.|우리는 잠자리에 들기 전에 밤새 말이 제멋대로 다니지 못하도록 묶어 두었다.  참고:[+] bridle, pinion
THAUMATURGIST|n.:miracle worker; magician:기적을 행하는 사람; 요술사|I would have to be a thaumaturgist and not a mere doctor to find a remedy for this disease.|나는 이 질병의 치료법을 발견하는 단순한 의사가 되어서는 안되고 기적을 행하는 의사가 되어야 할 지 모른다.  참고:[+] wizard; cf. dermatologist (피부과 의사)
THEMATIC|a.:relating to a unifying motif or idea:주제의|Those who think of "Moby Dick" as a simple adventure story about whaling miss its underlying thematic import.|"모비딕"을 고래잡이에 대한 단순한 모험 이야기로 생각하는 사람은 그것의 근본적인 주제의 의미를 간과한 것이다.  참고:
THEOCRACY|n.:government of a community by religious leaders:신권정체, 신정|Some Pilgrims favored the establishment of a theocracy in New England.|몇몇 청교도들은 뉴잉글랜드에 신권정치 국가를 확립하는데 지지했다.  참고:
THEOSOPHY|n.:wisdom in divine things:신지학, 접신학|Theosophy seeks to embrace the essential truth in all religions.|신지학은 모든 종교들에서 본질적인 진리를 포용하고 있다.  참고:
THERAPEUTIC|a.:curative:치료의, 치유적인|These springs are famous for their therapeutic and healing qualities.|이 샘들은 병을 고치는 효험으로 유명하다.  참고:
THERMAL|a.:pertaining to heat:열의|The natives discovered that the hot springs gave excellent thermal baths and began to develop their community as a health resort.|원주민들은 온천이 온수욕을 하는데 매우 좋다는 것을 알아서 그 지역을 휴양지로 개발하기 시작했다.  참고:[+] calorific
THRALL|n.:slave; bondage:노예; 굴레|The captured soldier was held in thrall by the conquering army.|포로가 된 군인은 정복군에 의해 억류되었다.  참고:[+] enslavement
THRENODY|n.:song of lamentation; dirge:비가; 장송가|When he died, many poets wrote threnodies about his passing.|그가 죽었을 때 많은 시인들이 그의 죽음을 애도하는 비가를 지었다.  참고:[+] elegy, requiem
THRIFTY|a.:careful about money; economical; frugal:절약하는, 검소한|A thrifty shopper compares prices before making major purchases.; Mr. Thompson is so thrifty that he is able to save more than half of his weekly salary.|검소한 구매자는 주요 구입품을 구입하기 전에 가격을 서로 비교한다.  참고:[+] frugal
THROES|n.:violent anguish:심한 고통|The throes of despair can be as devastating as the spasms accompanying physical pain.|절망의 고통은 신체의 고통을 동반하는 경련만큼이나 지독할 수 있다.  참고:[+] ache
THRONG|n.:crowd; a crowd:군중, 인파|Throngs of shoppers jammed the aisles.; A throng of well-wishers gathered at the airport see him off.|구매자 인파가 통로를 메웠다.  참고:[+] flock, multitude
THROTTLE|v.:strangle:목을 조르다, 질식시키다|The criminal tried to throttle the old man with his bare hands.|그 범죄자는 맨손으로 노인을 목 조르려 했다.  참고:[+] suffocate
THWART|v.:baffle; frustrate:방해하다; 좌절시키다, 실망시키다|He felt that everyone was trying to thwart his plans and prevent his success.|그는 모든 사람이 자기의 성공을 저지시키려고 계획을 훼방 놓으려 한다고 생각했다.  참고:[+] balk, circumvent, foil
THYME|n.:aromatic plant used for seasoning:조미료를 위해 사용되는 향기로운 식물, 백리향, 사향초|The addition of a little thyme will enhance the flavor of the clam chowder.|백리향을 조금 넣으면 조개 잡탕의 맛이 더 나아질 것이다.  참고:
TIMBRE|n.:quality of a musical tone produced by a musical instrument:악기에 의해서 나오는 음색|We identify the instrument producing a musical sound by its timbre.|우리는 음색으로 음악적 소리를 내는 악기를 구분한다.  참고:[+] tone
TIMIDITY|n.:lack of self-confidence or courage:겁; 소심|If you are to succeed as a salesman, you must first lose your timidity and fear of failure.|외판원으로서 성공하려면 실패의 두려움과 소심함을 먼저 버려야 한다.  참고:[+] a. timid (겁많은, 소심한)
TIMOROUS|a.:fearful; demonstrating fear:두려운; 벌벌 떠는, 겁많은, 소심한|His timorous manner betrayed the fear he felt at the moment.|그의 겁내는 태도는 그가 그 순간에 느꼈던 공포를 드러낸 것이었다.  참고:[+] cowardly, timid; [-] intrepid(겁없는)
TIPPLE|v.:drink alcoholic beverages frequently:술을 자주 마시다|He found that his most enjoyable evenings occurred when he tippled with his friends at the local pub.|그는 그 지방 선술집에서 친구들과 술을 마시곤 했을 때가 가장 즐거운 시간이었다는 것을 알았다.  참고:[+] 술을 자주 마시면(tipple) 팁(tip)을 많이 줘야 한다.
TIRADE|n.:extended scolding; denunciation:긴 비난 연설; 격론|Long before he had finished his tirade, we were sufficiently aware of the seriousness of our misconduct.|그가 긴 열변을 끝내기 오래 전에 우리는 우리의 잘못된 행위의 심각함에 대해 충분히 알고 있었다.  참고:[+] diatribe, harangue; [-] dispassionate speech(냉정한 연설)
TITANIC|a.:gigantic:거대한|Titanic waves beat against the shore during the hurricane.|태풍이 불 때 거대한 파도가 해안을 친다.  참고:[+] colossal, enormous, gargantuan, huge, tremendous, prodigious
TITHE|n.:tax of one-tenth:십일조|Because he was an agnostic, he refused to pay his tithes to the clergy.|그는 불가지론자였기 때문에 사제에게 10분의 1세를 내지 않았다.  참고:
TITILLATE|v.:tickle:흥을 돋우다, 흥겹게 하다, 재미나게 해주다|I am here not to titillate my audience but to enlighten it.|나는 청중의 흥을 돋우기 위해서가 아니라 그들을 교화 시키기 위해 여기 왔다.  참고:[+] cf. disport, amuse
TITTER|n.:mervous langh:웃음을 참으며 웃는 웃음|Her aunt's constant titter nearly drove her mad.|계속해서 그녀의 숙모가 킥킥거리며 웃었기 때문에 그녀는 거의 미칠 지경이었다.  참고:
